Id	Nom	Sexe	Date de naissance	Pere	Mere	Pays	Jumeaux	Numero Race	Nom Race	Cheptel Actuel	Detenteur Actuel
339058053	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058054	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058055	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058056	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058057	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058058	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058059	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058060	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058061	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058062	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058063	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058064	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058065	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058066	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058067	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058068	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058069	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058070	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058071	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058072	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058073	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058074	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058075	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058076	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058077	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058078	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058079	NUTELLA	2	13/9/2016	1441899152	312125141	FR	False				
339058080	NUTELLA	2	13/9/2016	1441599152	312125142	FR	False				
339058081	NUTELLA	2	13/9/2016	1441899152	312125143	FR	False				
339058082	NUTELLA	2	13/9/2016	1441599152	312125144	FR	False				
339058083	NUTELLA	2	13/9/2016	1441899152	312125145	FR	False				
339058084	NUTELLA	2	13/9/2016	1441599152	312125146	FR	False				
339058085	NUTELLA	1	13/9/2016	1441899152	312125147	FR	False				
339058086	NUTELLA	1	13/9/2016	1441599152	312125148	FR	False				
339058087	NUTELLA	1	13/9/2016	1441899152	312125149	FR	False				
339058088	NUTELLA	2	13/9/2016	1441599152	312125150	FR	False				
339058089	NUTELLA	2	13/9/2016	1441899152	312125151	FR	False				
339058090	NUTELLA	2	13/9/2016	1441599152	312125152	FR	False				
339058091	NUTELLA	2	13/9/2016	1441899152	312125153	FR	False				
339058092	NUTELLA	1	13/9/2016	1441599152	312125154	FR	False				
339058093	NUTELLA	1	13/9/2016	1441899152	312125155	FR	False				
339058094	NUTELLA	1	13/9/2016	1441599152	312125156	FR	False				
339058095	NUTELLA	1	13/9/2016	1441899152	312125157	FR	False				
339058096	NUTELLA	1	13/9/2016	1441599152	312125158	FR	False				
339058097	NUTELLA	1	13/9/2016	1441899152	312125159	FR	False				
339058098	NUTELLA	1	13/9/2016	1441599152	312125160	FR	False				
339058099	NUTELLA	1	13/9/2016	1441899152	312125161	FR	False				
339058100	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058101	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058102	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058103	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058104	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058105	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058106	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058107	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058108	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058109	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058110	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058111	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058112	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058113	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058114	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058115	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058116	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058117	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058118	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058119	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058120	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058121	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058122	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058123	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058124	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058125	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058126	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058127	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058128	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058129	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058130	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058131	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058132	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058133	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058134	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058135	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058136	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058137	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058138	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058139	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058140	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058141	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058142	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058143	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058144	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058145	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058146	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058147	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058148	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058149	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058150	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058151	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058152	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058153	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058154	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058155	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058156	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058157	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058158	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058159	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058160	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058161	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058162	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058163	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058164	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058165	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058166	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058167	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058168	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058169	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058170	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058171	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058172	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058173	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058174	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058175	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058176	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058177	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058178	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058179	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058180	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058181	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058182	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058183	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058184	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058185	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058186	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058187	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058188	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058189	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058190	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058191	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058192	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058193	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058194	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058195	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058196	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058197	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058198	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058199	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058200	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058201	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058202	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058203	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058204	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058205	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058206	NUTELLA	2	13/9/2016	1441899152	312125141	FR	False				
339058207	NUTELLA	2	13/9/2016	1441599152	312125142	FR	False				
339058208	NUTELLA	2	13/9/2016	1441899152	312125143	FR	False				
339058209	NUTELLA	2	13/9/2016	1441599152	312125144	FR	False				
339058210	NUTELLA	2	13/9/2016	1441899152	312125145	FR	False				
339058211	NUTELLA	2	13/9/2016	1441599152	312125146	FR	False				
339058212	NUTELLA	1	13/9/2016	1441899152	312125147	FR	False				
339058213	NUTELLA	1	13/9/2016	1441599152	312125148	FR	False				
339058214	NUTELLA	1	13/9/2016	1441899152	312125149	FR	False				
339058215	NUTELLA	2	13/9/2016	1441599152	312125150	FR	False				
339058216	NUTELLA	2	13/9/2016	1441899152	312125151	FR	False				
339058217	NUTELLA	2	13/9/2016	1441599152	312125152	FR	False				
339058218	NUTELLA	2	13/9/2016	1441899152	312125153	FR	False				
339058219	NUTELLA	1	13/9/2016	1441599152	312125154	FR	False				
339058220	NUTELLA	1	13/9/2016	1441899152	312125155	FR	False				
339058221	NUTELLA	1	13/9/2016	1441599152	312125156	FR	False				
339058222	NUTELLA	1	13/9/2016	1441899152	312125157	FR	False				
339058223	NUTELLA	1	13/9/2016	1441599152	312125158	FR	False				
339058224	NUTELLA	1	13/9/2016	1441899152	312125159	FR	False				
339058225	NUTELLA	1	13/9/2016	1441599152	312125160	FR	False				
339058226	NUTELLA	1	13/9/2016	1441899152	312125161	FR	False				
339058227	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058228	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058229	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058230	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058231	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058232	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058233	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058234	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058235	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058236	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058237	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058238	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058239	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058240	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058241	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058242	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058243	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058244	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058245	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058246	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058247	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058248	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058249	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058250	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058251	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058252	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058253	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058254	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058255	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058256	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058257	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058258	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058259	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058260	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058261	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058262	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058263	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058264	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058265	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058266	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058267	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058268	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058269	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058270	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058271	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058272	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058273	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058274	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058275	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058276	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058277	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058278	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058279	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058280	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058281	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058282	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058283	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058284	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058285	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058286	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058287	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058288	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058289	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058290	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058291	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058292	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058293	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058294	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058295	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058296	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058297	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058298	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058299	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058300	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058301	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058302	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058303	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058304	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058305	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058306	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058307	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058308	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058309	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058310	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058311	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058312	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058313	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058314	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058315	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058316	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058317	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058318	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058319	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058320	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058321	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058322	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058323	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058324	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058325	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058326	NUTELLA	1	13/9/2016	1441599152	312125140	FR	False				
339058327	NUTELLA	1	13/9/2016	1441899152	312125140	FR	False				
339058328	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058329	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058330	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058331	NUTELLA	2	13/9/2016	1441899152	312125140	FR	False				
339058332	NUTELLA	2	13/9/2016	1441599152	312125140	FR	False				
339058333	NUTELLA	2	13/9/2016	1441899152	312125141	FR	False				
339058334	NUTELLA	2	13/9/2016	1441599152	312125142	FR	False				
339058335	NUTELLA	2	13/9/2016	1441899152	312125143	FR	False				
339058336	NUTELLA	2	13/9/2016	1441599152	312125144	FR	False				
339058337	NUTELLA	2	13/9/2016	1441899152	312125145	FR	False				
